,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1899,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,audio_features,35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/tracks/35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/audio-analysis/35wvL50xvKpCHEJPxLOLPI,169248,4
1900,0.708,0.867,8,-3.376,1,0.0577,0.169,6.16e-05,0.236,0.77,90.101,audio_features,5X9daJT0Qg5yLIvUqwPKkX,spotify:track:5X9daJT0Qg5yLIvUqwPKkX,https://api.spotify.com/v1/tracks/5X9daJT0Qg5yLIvUqwPKkX,https://api.spotify.com/v1/audio-analysis/5X9daJT0Qg5yLIvUqwPKkX,224440,4
1901,0.86,0.709,4,-4.717,0,0.0581,0.355,0.0,0.0969,0.531,94.996,audio_features,4SrcC7RYF496LSwl0XKdi1,spotify:track:4SrcC7RYF496LSwl0XKdi1,https://api.spotify.com/v1/tracks/4SrcC7RYF496LSwl0XKdi1,https://api.spotify.com/v1/audio-analysis/4SrcC7RYF496LSwl0XKdi1,208440,4
1902,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,audio_features,6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,199693,4
1903,0.812,0.683,1,-3.483,0,0.0818,0.161,2.58e-05,0.174,0.87,154.028,audio_features,63LC0DlzmPd9TOYON8blfc,spotify:track:63LC0DlzmPd9TOYON8blfc,https://api.spotify.com/v1/tracks/63LC0DlzmPd9TOYON8blfc,https://api.spotify.com/v1/audio-analysis/63LC0DlzmPd9TOYON8blfc,194320,4
1904,0.738,0.783,0,-4.576,1,0.0693,0.055,0.0,0.125,0.699,176.027,audio_features,2y6EbYibgxMVQ0T5YjZYWN,spotify:track:2y6EbYibgxMVQ0T5YjZYWN,https://api.spotify.com/v1/tracks/2y6EbYibgxMVQ0T5YjZYWN,https://api.spotify.com/v1/audio-analysis/2y6EbYibgxMVQ0T5YjZYWN,272120,4
1905,0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,audio_features,6o8ogTrSX8H0F66Pdz3Tsc,spotify:track:6o8ogTrSX8H0F66Pdz3Tsc,https://api.spotify.com/v1/tracks/6o8ogTrSX8H0F66Pdz3Tsc,https://api.spotify.com/v1/audio-analysis/6o8ogTrSX8H0F66Pdz3Tsc,218470,4
1906,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,audio_features,68sQIehHsGohLMgcP5nlND,spotify:track:68sQIehHsGohLMgcP5nlND,https://api.spotify.com/v1/tracks/68sQIehHsGohLMgcP5nlND,https://api.spotify.com/v1/audio-analysis/68sQIehHsGohLMgcP5nlND,197120,4
1907,0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/tracks/47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/audio-analysis/47ZS1OjnJpJVfGN9yHXfMn,367680,4
1908,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,audio_features,7hynhxDoDpgMIV12JuVtNa,spotify:track:7hynhxDoDpgMIV12JuVtNa,https://api.spotify.com/v1/tracks/7hynhxDoDpgMIV12JuVtNa,https://api.spotify.com/v1/audio-analysis/7hynhxDoDpgMIV12JuVtNa,277107,4
1909,0.756,0.851,2,-3.33,1,0.0674,0.0336,0.0,0.126,0.934,75.014,audio_features,7BuSE9uTIw931wtZYzvZcQ,spotify:track:7BuSE9uTIw931wtZYzvZcQ,https://api.spotify.com/v1/tracks/7BuSE9uTIw931wtZYzvZcQ,https://api.spotify.com/v1/audio-analysis/7BuSE9uTIw931wtZYzvZcQ,200693,4
1910,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,audio_features,1khmgu0pveJbkbpbkyvcQv,spotify:track:1khmgu0pveJbkbpbkyvcQv,https://api.spotify.com/v1/tracks/1khmgu0pveJbkbpbkyvcQv,https://api.spotify.com/v1/audio-analysis/1khmgu0pveJbkbpbkyvcQv,300579,4
1911,0.841,0.629,4,-3.033,0,0.114,0.188,0.0,0.346,0.676,143.949,audio_features,3t6j6WNv2OSn6qm5Vxynub,spotify:track:3t6j6WNv2OSn6qm5Vxynub,https://api.spotify.com/v1/tracks/3t6j6WNv2OSn6qm5Vxynub,https://api.spotify.com/v1/audio-analysis/3t6j6WNv2OSn6qm5Vxynub,216307,4
1912,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,audio_features,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,195840,4
1913,0.697,0.648,7,-7.123,1,0.128,0.425,0.0,0.191,0.313,186.125,audio_features,1nfyE13arjOuO54HH0zmqj,spotify:track:1nfyE13arjOuO54HH0zmqj,https://api.spotify.com/v1/tracks/1nfyE13arjOuO54HH0zmqj,https://api.spotify.com/v1/audio-analysis/1nfyE13arjOuO54HH0zmqj,199813,4
1914,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,audio_features,1aYcpI8hXtpAEdBq8fp1pH,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,https://api.spotify.com/v1/tracks/1aYcpI8hXtpAEdBq8fp1pH,https://api.spotify.com/v1/audio-analysis/1aYcpI8hXtpAEdBq8fp1pH,244293,4
1915,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
1916,0.747,0.736,3,-4.655,1,0.157,0.102,0.000241,0.138,0.853,89.905,audio_features,5toFwwO0qh5MwDXuPYRLe2,spotify:track:5toFwwO0qh5MwDXuPYRLe2,https://api.spotify.com/v1/tracks/5toFwwO0qh5MwDXuPYRLe2,https://api.spotify.com/v1/audio-analysis/5toFwwO0qh5MwDXuPYRLe2,173613,4
1917,0.837,0.784,7,-4.531,0,0.101,0.175,0.0,0.0897,0.748,94.036,audio_features,1G586ld1gbaECg4Bc6w40O,spotify:track:1G586ld1gbaECg4Bc6w40O,https://api.spotify.com/v1/tracks/1G586ld1gbaECg4Bc6w40O,https://api.spotify.com/v1/audio-analysis/1G586ld1gbaECg4Bc6w40O,217653,4
1918,0.694,0.957,9,-3.115,0,0.171,0.0243,3.4e-06,0.108,0.505,106.002,audio_features,6DRGwsUFQrNerxRexK7KMB,spotify:track:6DRGwsUFQrNerxRexK7KMB,https://api.spotify.com/v1/tracks/6DRGwsUFQrNerxRexK7KMB,https://api.spotify.com/v1/audio-analysis/6DRGwsUFQrNerxRexK7KMB,194880,4
1919,0.7,0.528,1,-5.979,0,0.0498,0.267,0.0,0.0892,0.717,79.987,audio_features,5EFAloMY9VlEKrjllKoXjL,spotify:track:5EFAloMY9VlEKrjllKoXjL,https://api.spotify.com/v1/tracks/5EFAloMY9VlEKrjllKoXjL,https://api.spotify.com/v1/audio-analysis/5EFAloMY9VlEKrjllKoXjL,208347,4
1920,0.704,0.631,6,-4.946,0,0.0795,0.266,0.000207,0.0772,0.556,170.059,audio_features,4mVqSPOLJPWsBpWSXSgd7n,spotify:track:4mVqSPOLJPWsBpWSXSgd7n,https://api.spotify.com/v1/tracks/4mVqSPOLJPWsBpWSXSgd7n,https://api.spotify.com/v1/audio-analysis/4mVqSPOLJPWsBpWSXSgd7n,195027,4
1921,0.747,0.825,6,-2.903,1,0.0566,0.0487,0.0,0.107,0.866,94.006,audio_features,5lwVd35Zg6DJ4qibVMq99H,spotify:track:5lwVd35Zg6DJ4qibVMq99H,https://api.spotify.com/v1/tracks/5lwVd35Zg6DJ4qibVMq99H,https://api.spotify.com/v1/audio-analysis/5lwVd35Zg6DJ4qibVMq99H,219773,4
1922,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,266087,4
1923,0.652,0.857,6,-5.044,1,0.0676,0.186,0.0,0.377,0.504,163.963,audio_features,7ojH6H4wE6XJNgzU4uvNc8,spotify:track:7ojH6H4wE6XJNgzU4uvNc8,https://api.spotify.com/v1/tracks/7ojH6H4wE6XJNgzU4uvNc8,https://api.spotify.com/v1/audio-analysis/7ojH6H4wE6XJNgzU4uvNc8,196803,4
1924,0.864,0.869,7,-2.963,1,0.139,0.146,0.0,0.063,0.853,99.988,audio_features,1GBLO0NFODuL31A5fgw0uR,spotify:track:1GBLO0NFODuL31A5fgw0uR,https://api.spotify.com/v1/tracks/1GBLO0NFODuL31A5fgw0uR,https://api.spotify.com/v1/audio-analysis/1GBLO0NFODuL31A5fgw0uR,219933,4
1925,0.868,0.628,0,-4.477,0,0.125,0.0783,0.000113,0.116,0.618,91.012,audio_features,65tCqCMNr7tGPSAWFVGvat,spotify:track:65tCqCMNr7tGPSAWFVGvat,https://api.spotify.com/v1/tracks/65tCqCMNr7tGPSAWFVGvat,https://api.spotify.com/v1/audio-analysis/65tCqCMNr7tGPSAWFVGvat,216373,4
1926,0.745,0.881,0,-2.587,1,0.0506,0.255,0.0,0.25,0.961,157.985,audio_features,0gcOnIUKIG6JF56iFUfE0p,spotify:track:0gcOnIUKIG6JF56iFUfE0p,https://api.spotify.com/v1/tracks/0gcOnIUKIG6JF56iFUfE0p,https://api.spotify.com/v1/audio-analysis/0gcOnIUKIG6JF56iFUfE0p,147493,4
1927,0.8,0.681,2,-4.076,1,0.0912,0.14,0.0,0.0831,0.637,92.027,audio_features,3IyPnNX142pvWx6D5CiimD,spotify:track:3IyPnNX142pvWx6D5CiimD,https://api.spotify.com/v1/tracks/3IyPnNX142pvWx6D5CiimD,https://api.spotify.com/v1/audio-analysis/3IyPnNX142pvWx6D5CiimD,235424,4
1928,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,0.901,180.049,audio_features,62o8KoI44JfN7aYxgTnPvh,spotify:track:62o8KoI44JfN7aYxgTnPvh,https://api.spotify.com/v1/tracks/62o8KoI44JfN7aYxgTnPvh,https://api.spotify.com/v1/audio-analysis/62o8KoI44JfN7aYxgTnPvh,183753,4
1929,0.75,0.76,1,-4.836,1,0.198,0.187,0.0,0.0548,0.893,183.817,audio_features,70lnL3QaSOIIyMa2X9aVRL,spotify:track:70lnL3QaSOIIyMa2X9aVRL,https://api.spotify.com/v1/tracks/70lnL3QaSOIIyMa2X9aVRL,https://api.spotify.com/v1/audio-analysis/70lnL3QaSOIIyMa2X9aVRL,195213,4
1930,0.746,0.781,0,-4.703,1,0.0407,0.16,0.0,0.0773,0.532,104.01,audio_features,6jybmGLqTZMaXLzg1MGQyD,spotify:track:6jybmGLqTZMaXLzg1MGQyD,https://api.spotify.com/v1/tracks/6jybmGLqTZMaXLzg1MGQyD,https://api.spotify.com/v1/audio-analysis/6jybmGLqTZMaXLzg1MGQyD,208080,4
1931,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,audio_features,5Id5B3dxJZhPcV9GzgYZZe,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/tracks/5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/audio-analysis/5Id5B3dxJZhPcV9GzgYZZe,216067,4
1932,0.921,0.439,1,-7.208,1,0.0655,0.045,1.64e-05,0.118,0.905,123.969,audio_features,0pfk4nldZlQbtDBi06Lupm,spotify:track:0pfk4nldZlQbtDBi06Lupm,https://api.spotify.com/v1/tracks/0pfk4nldZlQbtDBi06Lupm,https://api.spotify.com/v1/audio-analysis/0pfk4nldZlQbtDBi06Lupm,220320,4
1933,0.792,0.68,5,-5.392,0,0.119,0.361,0.0,0.1,0.519,140.041,audio_features,6MbSMSXrSlvsyHf4kcaLQi,spotify:track:6MbSMSXrSlvsyHf4kcaLQi,https://api.spotify.com/v1/tracks/6MbSMSXrSlvsyHf4kcaLQi,https://api.spotify.com/v1/audio-analysis/6MbSMSXrSlvsyHf4kcaLQi,175029,4
1934,0.811,0.681,6,-4.715,0,0.0712,0.673,0.0,0.636,0.468,134.062,audio_features,01vHGJRvJ6EZW9KO8NtZpi,spotify:track:01vHGJRvJ6EZW9KO8NtZpi,https://api.spotify.com/v1/tracks/01vHGJRvJ6EZW9KO8NtZpi,https://api.spotify.com/v1/audio-analysis/01vHGJRvJ6EZW9KO8NtZpi,306373,4
1935,0.837,0.562,4,-6.142,0,0.248,0.221,0.0,0.118,0.204,139.931,audio_features,66pK7thQ0yw1xlqw8AQSlw,spotify:track:66pK7thQ0yw1xlqw8AQSlw,https://api.spotify.com/v1/tracks/66pK7thQ0yw1xlqw8AQSlw,https://api.spotify.com/v1/audio-analysis/66pK7thQ0yw1xlqw8AQSlw,306947,4
1936,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,audio_features,3whrwq4DtvucphBPUogRuJ,spotify:track:3whrwq4DtvucphBPUogRuJ,https://api.spotify.com/v1/tracks/3whrwq4DtvucphBPUogRuJ,https://api.spotify.com/v1/audio-analysis/3whrwq4DtvucphBPUogRuJ,199095,4
1937,0.724,0.809,7,-4.96,1,0.056,0.0345,0.0,0.169,0.496,95.037,audio_features,13X0XdLMOdtbXVtAj2ox4h,spotify:track:13X0XdLMOdtbXVtAj2ox4h,https://api.spotify.com/v1/tracks/13X0XdLMOdtbXVtAj2ox4h,https://api.spotify.com/v1/audio-analysis/13X0XdLMOdtbXVtAj2ox4h,181048,4
1938,0.86,0.61,6,-5.93,0,0.0819,0.0605,0.0,0.0774,0.699,139.948,audio_features,3krzcyMKlRXjVkJFZqMN4t,spotify:track:3krzcyMKlRXjVkJFZqMN4t,https://api.spotify.com/v1/tracks/3krzcyMKlRXjVkJFZqMN4t,https://api.spotify.com/v1/audio-analysis/3krzcyMKlRXjVkJFZqMN4t,221084,4
1939,0.76,0.877,5,-3.928,0,0.0555,0.0543,0.217,0.183,0.684,103.011,audio_features,7xmSBVIpcke2BKhnevn8Up,spotify:track:7xmSBVIpcke2BKhnevn8Up,https://api.spotify.com/v1/tracks/7xmSBVIpcke2BKhnevn8Up,https://api.spotify.com/v1/audio-analysis/7xmSBVIpcke2BKhnevn8Up,234027,4
1940,0.808,0.69,1,-4.151,1,0.148,0.0583,0.0,0.103,0.64,125.086,audio_features,1LszjjoVwDDZcWUQbzeDLG,spotify:track:1LszjjoVwDDZcWUQbzeDLG,https://api.spotify.com/v1/tracks/1LszjjoVwDDZcWUQbzeDLG,https://api.spotify.com/v1/audio-analysis/1LszjjoVwDDZcWUQbzeDLG,223147,4
1941,0.902,0.65,1,-3.678,1,0.0443,0.141,0.0533,0.125,0.729,100.979,audio_features,1x3up3nu4wFC1PCKpxddgh,spotify:track:1x3up3nu4wFC1PCKpxddgh,https://api.spotify.com/v1/tracks/1x3up3nu4wFC1PCKpxddgh,https://api.spotify.com/v1/audio-analysis/1x3up3nu4wFC1PCKpxddgh,180213,4
1942,0.777,0.911,6,-3.223,0,0.173,0.246,0.0,0.257,0.704,96.017,audio_features,1rXojdsUqqxGj2WCmJGWHP,spotify:track:1rXojdsUqqxGj2WCmJGWHP,https://api.spotify.com/v1/tracks/1rXojdsUqqxGj2WCmJGWHP,https://api.spotify.com/v1/audio-analysis/1rXojdsUqqxGj2WCmJGWHP,238813,4
1943,0.769,0.711,0,-5.223,1,0.0496,0.0304,0.0,0.0961,0.357,130.039,audio_features,75wp9tpODmy4gnI6WFR5ma,spotify:track:75wp9tpODmy4gnI6WFR5ma,https://api.spotify.com/v1/tracks/75wp9tpODmy4gnI6WFR5ma,https://api.spotify.com/v1/audio-analysis/75wp9tpODmy4gnI6WFR5ma,209960,4
1944,0.702,0.73,0,-5.173,0,0.099,0.425,1.25e-06,0.148,0.879,173.967,audio_features,1iEwyiSLAunPR6uouANE0O,spotify:track:1iEwyiSLAunPR6uouANE0O,https://api.spotify.com/v1/tracks/1iEwyiSLAunPR6uouANE0O,https://api.spotify.com/v1/audio-analysis/1iEwyiSLAunPR6uouANE0O,206693,4
1945,0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,audio_features,2OWVCFTolecLiGZPquvWvT,spotify:track:2OWVCFTolecLiGZPquvWvT,https://api.spotify.com/v1/tracks/2OWVCFTolecLiGZPquvWvT,https://api.spotify.com/v1/audio-analysis/2OWVCFTolecLiGZPquvWvT,208080,4
1946,0.734,0.848,1,-2.756,0,0.0345,0.121,4.97e-05,0.0993,0.602,98.059,audio_features,3qRDBJRkgnOK5lMh3XxRCE,spotify:track:3qRDBJRkgnOK5lMh3XxRCE,https://api.spotify.com/v1/tracks/3qRDBJRkgnOK5lMh3XxRCE,https://api.spotify.com/v1/audio-analysis/3qRDBJRkgnOK5lMh3XxRCE,219027,4
1947,0.702,0.84,0,-3.547,1,0.0879,0.0112,0.0,0.119,0.624,101.99,audio_features,0yyZN5ASdrYu0XYWFzfxUu,spotify:track:0yyZN5ASdrYu0XYWFzfxUu,https://api.spotify.com/v1/tracks/0yyZN5ASdrYu0XYWFzfxUu,https://api.spotify.com/v1/audio-analysis/0yyZN5ASdrYu0XYWFzfxUu,183573,4
1948,0.868,0.698,2,-3.23,1,0.0827,0.203,0.0,0.734,0.44,92.015,audio_features,0L3DcFGrGtixx5MmxJbJNI,spotify:track:0L3DcFGrGtixx5MmxJbJNI,https://api.spotify.com/v1/tracks/0L3DcFGrGtixx5MmxJbJNI,https://api.spotify.com/v1/audio-analysis/0L3DcFGrGtixx5MmxJbJNI,162040,4
1949,0.742,0.893,10,-2.671,1,0.117,0.115,6.67e-05,0.125,0.777,177.879,audio_features,5kdTuoKeqdnblCop75wMuX,spotify:track:5kdTuoKeqdnblCop75wMuX,https://api.spotify.com/v1/tracks/5kdTuoKeqdnblCop75wMuX,https://api.spotify.com/v1/audio-analysis/5kdTuoKeqdnblCop75wMuX,209427,4
1950,0.861,0.678,8,-4.157,0,0.0536,0.253,2.42e-05,0.106,0.723,103.994,audio_features,1bRpSCFv6P2OUhciByeRYR,spotify:track:1bRpSCFv6P2OUhciByeRYR,https://api.spotify.com/v1/tracks/1bRpSCFv6P2OUhciByeRYR,https://api.spotify.com/v1/audio-analysis/1bRpSCFv6P2OUhciByeRYR,259600,4
1951,0.852,0.639,8,-5.715,1,0.32,0.306,0.0,0.276,0.813,92.211,audio_features,6pJGIzONDlGpKAICZ5wfQb,spotify:track:6pJGIzONDlGpKAICZ5wfQb,https://api.spotify.com/v1/tracks/6pJGIzONDlGpKAICZ5wfQb,https://api.spotify.com/v1/audio-analysis/6pJGIzONDlGpKAICZ5wfQb,172869,3
1952,0.786,0.764,11,-2.935,1,0.0798,0.122,0.0,0.102,0.913,90.979,audio_features,3ao3OVxHlb3C08vAaApUlm,spotify:track:3ao3OVxHlb3C08vAaApUlm,https://api.spotify.com/v1/tracks/3ao3OVxHlb3C08vAaApUlm,https://api.spotify.com/v1/audio-analysis/3ao3OVxHlb3C08vAaApUlm,163880,4
1953,0.69,0.71,5,-5.144,1,0.335,0.25,0.0,0.108,0.726,192.068,audio_features,1h9P5WJwyvK8OB7O2YiXgp,spotify:track:1h9P5WJwyvK8OB7O2YiXgp,https://api.spotify.com/v1/tracks/1h9P5WJwyvK8OB7O2YiXgp,https://api.spotify.com/v1/audio-analysis/1h9P5WJwyvK8OB7O2YiXgp,200747,4
1954,0.622,0.721,4,-4.933,1,0.0744,0.0623,0.0,0.0745,0.511,181.963,audio_features,6PZraXLVqn18HrwCf9fdzH,spotify:track:6PZraXLVqn18HrwCf9fdzH,https://api.spotify.com/v1/tracks/6PZraXLVqn18HrwCf9fdzH,https://api.spotify.com/v1/audio-analysis/6PZraXLVqn18HrwCf9fdzH,226160,4
1955,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,audio_features,0UQwlF2pRkr1lMN6kNNUj3,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,https://api.spotify.com/v1/tracks/0UQwlF2pRkr1lMN6kNNUj3,https://api.spotify.com/v1/audio-analysis/0UQwlF2pRkr1lMN6kNNUj3,206279,4
1956,0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,audio_features,4qknM1pQz53QOyfDVTjcM9,spotify:track:4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/tracks/4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,226893,4
1957,0.757,0.832,4,-3.674,0,0.229,0.127,0.0,0.167,0.53,180.05,audio_features,2fOjendzUzepHwR9QrVyYF,spotify:track:2fOjendzUzepHwR9QrVyYF,https://api.spotify.com/v1/tracks/2fOjendzUzepHwR9QrVyYF,https://api.spotify.com/v1/audio-analysis/2fOjendzUzepHwR9QrVyYF,182400,4
1958,0.847,0.736,1,-4.542,1,0.266,0.0532,0.000142,0.0302,0.876,160.012,audio_features,4YqCBC4FwzGXuhixt5cgmm,spotify:track:4YqCBC4FwzGXuhixt5cgmm,https://api.spotify.com/v1/tracks/4YqCBC4FwzGXuhixt5cgmm,https://api.spotify.com/v1/audio-analysis/4YqCBC4FwzGXuhixt5cgmm,171000,4
1959,0.749,0.547,8,-6.778,0,0.144,0.0135,0.0,0.118,0.343,127.054,audio_features,0nPGZNoj1fUNMQdNCwEeda,spotify:track:0nPGZNoj1fUNMQdNCwEeda,https://api.spotify.com/v1/tracks/0nPGZNoj1fUNMQdNCwEeda,https://api.spotify.com/v1/audio-analysis/0nPGZNoj1fUNMQdNCwEeda,260127,4
1960,0.71,0.775,9,-5.282,1,0.0366,0.165,0.0,0.256,0.565,111.943,audio_features,0kluthI8bocyQ3HVChDEfn,spotify:track:0kluthI8bocyQ3HVChDEfn,https://api.spotify.com/v1/tracks/0kluthI8bocyQ3HVChDEfn,https://api.spotify.com/v1/audio-analysis/0kluthI8bocyQ3HVChDEfn,151904,4
1961,0.648,0.752,7,-4.13,1,0.133,0.315,0.0,0.201,0.405,178.228,audio_features,2zkVH2daHyjS51g7PRJFDn,spotify:track:2zkVH2daHyjS51g7PRJFDn,https://api.spotify.com/v1/tracks/2zkVH2daHyjS51g7PRJFDn,https://api.spotify.com/v1/audio-analysis/2zkVH2daHyjS51g7PRJFDn,198053,4
1962,0.495,0.63,5,-6.088,1,0.355,0.62,0.0,0.185,0.789,173.615,audio_features,5FptA2XD8XJSC7nepL7OL5,spotify:track:5FptA2XD8XJSC7nepL7OL5,https://api.spotify.com/v1/tracks/5FptA2XD8XJSC7nepL7OL5,https://api.spotify.com/v1/audio-analysis/5FptA2XD8XJSC7nepL7OL5,245773,4
1963,0.825,0.771,1,-4.116,1,0.0805,0.0167,2.04e-06,0.0901,0.717,102.928,audio_features,4W3FJapn5CD6Fnrlfj4HFe,spotify:track:4W3FJapn5CD6Fnrlfj4HFe,https://api.spotify.com/v1/tracks/4W3FJapn5CD6Fnrlfj4HFe,https://api.spotify.com/v1/audio-analysis/4W3FJapn5CD6Fnrlfj4HFe,173366,4
1964,0.771,0.769,0,-3.504,0,0.0694,0.18,1.57e-05,0.345,0.931,167.969,audio_features,74j34STf8L6uADnTN69ohv,spotify:track:74j34STf8L6uADnTN69ohv,https://api.spotify.com/v1/tracks/74j34STf8L6uADnTN69ohv,https://api.spotify.com/v1/audio-analysis/74j34STf8L6uADnTN69ohv,289899,4
1965,0.908,0.571,3,-7.395,0,0.0899,0.2,3.63e-06,0.0978,0.708,94.99,audio_features,6qvTyqt6PDlkAbsRRv55xo,spotify:track:6qvTyqt6PDlkAbsRRv55xo,https://api.spotify.com/v1/tracks/6qvTyqt6PDlkAbsRRv55xo,https://api.spotify.com/v1/audio-analysis/6qvTyqt6PDlkAbsRRv55xo,217147,4
1966,0.732,0.595,0,-6.705,1,0.244,0.111,1.1e-06,0.158,0.658,191.911,audio_features,5FXARQTlf6UwUVuIS60Vn2,spotify:track:5FXARQTlf6UwUVuIS60Vn2,https://api.spotify.com/v1/tracks/5FXARQTlf6UwUVuIS60Vn2,https://api.spotify.com/v1/audio-analysis/5FXARQTlf6UwUVuIS60Vn2,227500,4
1967,0.814,0.785,10,-4.566,1,0.0452,0.236,0.0,0.297,0.629,95.005,audio_features,27ebni0DfbT5Owz6W42HP8,spotify:track:27ebni0DfbT5Owz6W42HP8,https://api.spotify.com/v1/tracks/27ebni0DfbT5Owz6W42HP8,https://api.spotify.com/v1/audio-analysis/27ebni0DfbT5Owz6W42HP8,241560,4
1968,0.879,0.703,1,-4.219,1,0.0701,0.143,0.0,0.0569,0.788,94.004,audio_features,6mAN61JH0dzyZpWslS11jy,spotify:track:6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/audio-analysis/6mAN61JH0dzyZpWslS11jy,199711,4
1969,0.756,0.689,10,-3.87,0,0.0648,0.327,0.0,0.0586,0.782,162.006,audio_features,2QAwkI8L0UVBpjHJ6PwBzn,spotify:track:2QAwkI8L0UVBpjHJ6PwBzn,https://api.spotify.com/v1/tracks/2QAwkI8L0UVBpjHJ6PwBzn,https://api.spotify.com/v1/audio-analysis/2QAwkI8L0UVBpjHJ6PwBzn,213312,4
1970,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,audio_features,7gcMKL3lnDxsp4bIXyv6Zk,spotify:track:7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/tracks/7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/audio-analysis/7gcMKL3lnDxsp4bIXyv6Zk,234320,4
1971,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4
1972,0.718,0.692,10,-4.77,0,0.501,0.326,0.0,0.105,0.535,184.0,audio_features,669yKzDjTWdKyB2KnTbhxG,spotify:track:669yKzDjTWdKyB2KnTbhxG,https://api.spotify.com/v1/tracks/669yKzDjTWdKyB2KnTbhxG,https://api.spotify.com/v1/audio-analysis/669yKzDjTWdKyB2KnTbhxG,181253,4
1973,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,audio_features,6RyaV7owmVU6fzEPE17sF1,spotify:track:6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/tracks/6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/audio-analysis/6RyaV7owmVU6fzEPE17sF1,210520,4
